pred,true,score
chqpenqp,phqpiamp,4
bgkmfelw,ogxmfwyj,3
szarkaid,szamkaix,6
dkamkchp,dkamkoqp,6
gyapgmlq,tlactryh,1
yfgrfahl,lsgrkndh,2
zrdgfppq,mrqgfcpd,4
hkamidwp,hknmizjy,4
wsdtkogz,jfdgkbtj,2
frhgvkga,frugvkgn,6
rloldtdb,eyoyqgdb,3
quepbyqn,quepbyzf,6
fftkknhd,sftxkndv,4
uywhscua,hyjhkohf,2
oyxafxhe,oyknkshw,3
zyczcklo,zypzcxlf,5
koocpfgc,xobpyfgk,3
uesuvwwb,uesuvwjo,6
ltizwwur,ltvziwle,4
ecscohhg,rcfpbhhg,4
cfyvnjrz,csyiajnv,3
pdhdcugr,cquqljtw,0
ekdshvoc,rkdshibp,4
dvydusca,dvlqusoa,5
vdsifchh,vqsvfcqh,5
arekgsac,nrrktsap,4
puodzegz,chodmrtr,2
bsokuwvb,bwbkujeb,4
uiaircuo,hvairkho,4
kfggzqua,xwggdzys,2
mtajsdrb,mgawkdnf,3
pkslbklb,ptslbxlf,5
qtkrkevp,qtkrkeek,6
kgmscqtq,xhzsyqxh,2
xndtexta,xndtexfa,7
pidooyei,pvqooyei,6
vaebjreq,vneowneq,4
nkydchdn,axydcuma,3
rzyckgtc,emlcggkc,3
ejhyzqgl,rrhlmdtk,1
cckttzxd,ppktgzby,3
driwaylb,devwalyb,4
sckbnjdv,fcxoawdi,2
azoqlegz,azoqyekv,5
dyolsvdc,qlolsizz,3
ugyqfqjq,hglqszju,3
kcorfnhh,xcbmsnhi,3
kzagymup,kznglzhx,3
gnoqziwp,tnoqzijc,5
gvvrjevc,gvvejrik,4
wslalzjq,wsyayzjd,5
iihicdpp,ivhvdqcp,3
hekwkqqy,hrxwxqml,3
geadttdl,gradtgmt,4
pxiokhip,ccvbghry,1
ogjmzlqr,otwmqlmj,3
ycyjdygl,ypljqytl,4
vaevhhdh,vnriuumu,1
bkyagplh,oxlntpyh,2
rgmptcib,etmctcio,4
maeosxal,zmebfxng,2
qrnkzebh,drnkzebi,6
qcgrrslq,dptrrfpd,2
efkorbxc,efxoebbu,4
ggmxcegt,ttzxcrgt,4
tnjmncrm,tnjznonz,4
gfkfggrr,tfxsttne,1
fnhkorgc,fnucorgy,5
pivbemsl,cvibvast,2
uoppzolr,ubppzocj,5
lfilngji,yfilatwi,4
azaoxego,amaokrgs,4
aflfbjvd,nslfbjwv,4
sjznzslr,seenzfpr,4
wdakcygp,jqakctxc,3
vzwalslo,izwnyjpf,2
rvcapluq,evcnlqid,2
psgfkgge,cfgfktxj,3
uafjgvib,uafwtiib,5
lchiwbgp,ycuvwokd,2
acwktyud,npjxtlhv,1
chwutgrb,phwhggab,4
wzgdtzgb,jmgqgmgb,3
wogjhcyk,jotjuplx,2
wbaabbwc,wzanbbjc,5
zacsbvtc,zapfbixc,4
poqkukgz,coqkuxgm,5
mwamhhvy,zjazuhel,2
dvkfqziv,dvxsqmei,3
asaqjbwp,asaqjbjc,6
kggvdxqp,kgtvdfmy,4
acyopevd,nclbyrvx,2
ppyfochc,ppysboqh,3
mmsahqvq,mzfnuqjx,2
gmopcuve,gmocphjw,3
eclczhsz,eylcmhfr,4
qwvwhvvp,qjvjhivy,4
ezdjdmio,ezdwdzjx,4
usapamvb,hwncnawo,0
loiooblk,lbibbopx,2
uggktmiv,hggktevv,5
utfckmcb,utscxroo,3
kdoefrlr,xdozsrcr,4
awzpenhp,njmcenic,2
frhyrgua,frhlrtjn,4
ygpikhhr,yhpithhr,6
wscoakyq,wspozxlq,4
evmozler,eizbmlrw,2
rshepvwc,rsumyvjc,4
jsaintii,wfaiativ,4
wgioskqm,wgioskzd,6
flhtsmaq,slugfend,1
qbpnedgz,qopnvztz,4
jjejqesl,werjdesg,3
huklrndm,hukleaqm,5
udktchde,uqktpvzv,3
gbofpkaq,tobfpknq,4
psznhblh,cszahsyv,3
vxpocqpq,ikcocmpd,3
vpsorevi,vcfbrrvi,4
qkagyhla,qxatluls,3
agavgyuy,ataigyux,5
oaovwylw,bzoijypw,3
jwzoncue,jjmbnphr,2
bagojhsc,batowhwp,4
rdduzgue,rqdhmguw,4
quqoqmgl,duqbdzkl,3
dktlyydn,dxtyylma,3
bovskaix,bovsxajx,6
byigfqsb,blvgfmsf,4
ddxlyxin,ddxyysia,5
baxmjvrq,bmkzwvrd,3
kvaqpesc,xvnqqesk,4
cntcssdb,patpffmb,2
udoiwmva,udodwzwa,5
hkejcczc,ukewpomx,2
jgacrjgq,jgaprjkh,5
dobxvndw,dobxindj,6
gszfkgyz,gjmsgtle,1
uugrngid,uhgragiy,5
pshmpdwp,pwumlqfl,2
ydhtwslr,ydhtwjcw,5
lfekmgaq,ljrkmtaq,5
vprhealp,iceuealp,4
pysjzpgq,cyfwqctx,1
woozpqaz,wobzcqnm,4
yjljflte,ywleflfe,5
kjiktliq,xevkgyji,1
gggrfhhz,gggefhuz,6
vswjcvgr,vsjwpitj,2
wckdhadl,jckqhndx,4
usqymgtq,ujqlqtsq,3
ejsyhvyq,eeflhvyu,4
schkkvvc,sdhkkvvc,7
yetadfwr,yetadsje,5
boahkhyz,ooahthpz,5
anxochhy,naxbchuy,4
pswosfec,cjjoffek,3
upjunprm,hpwuapnr,3
bxzjwula,oxzjjhcr,3
dsblnchb,dwoyayds,1
klgpcill,kltppipg,4
lgithrlq,lgvghrcq,5
vqpbgvtd,vqpbtvgd,6
bqhevhvl,oqhrihjg,3
mamijzuq,mazvwmid,2
rgkrcpsq,rtkrlcfl,3
lbqrnegl,ybdeaest,2
btpicpgq,bgpvpbgh,3
rocdnvkz,rocqnvxn,5
acglzqbo,apgydqoo,4
vtgltpug,itgytcht,3
hgqaostq,ugdnosxq,4
qgsaojgq,qtsnbjxk,3
zillkgqe,zvylxgme,4
dskouqla,dsxouypa,5
pgigkgxq,ctigktoh,3
wyfidwqp,wyfvqwzy,4
mhafgyry,mhasglal,4
grdghwdl,grdgujml,5
qugakzqv,dugntzdi,3
rtajsrpo,egnjsrcb,3
azckkrud,nzpxkjty,2
kaiteicr,kaitriow,5
kgaroppp,kgnroppk,6
vyxafhgi,iqxafufi,4
fzcfucuc,fmcsucyp,4
kseahchh,kfenhpuh,4
pshylbtb,cfullbsb,3
ufoeoegr,ufozoexj,5
gxaacgwo,tkaapgjb,3
admcucbb,aqmcucoo,5
rraqyduc,ernqldhp,3
pxupuugh,cxhphigh,4
octzralb,ocgzrayo,5
vtkjealx,igkrinyx,2
fozyxubt,sbzlkwog,1
ibiuwyub,vovhjysb,2
zuspqaul,zhfpdnuk,3
fqoaepol,fqbarpbl,5
uybfyklb,ulbsyxyb,4
etiasewc,egvnsewp,4
ffgrhyey,fjgruyry,5
qhefcpgq,qurfcpkh,4
utglzetb,hgtymrsb,1
kggikgbq,ktgvktoq,4
fflowvhr,fwybjvhw,3
bgkmgloz,btkztlom,4
avhccukq,aiupchkd,3
pywiwzhh,clwiwrgh,4
gnlhvbvp,talhvbrk,4
lfsdtbip,lssdtoet,4
acmmyhxa,nlmmyioa,4
puxtzpud,puxtmcui,5
bpyqpaqp,ocldcazc,1
esaclsqd,rwacyfdi,2
zplrfuez,zclrfure,5
pyouvxiq,plohvxeu,4
bryahwdp,oryauwzc,4
ncvlnvgl,apilaigk,2
letlzmuo,yrtlmmjf,3
rgxszmuo,etxfqzhb,1
yueoxtqa,yurbgkza,3
cyrtralb,pyegeayb,3
qyhwgswr,qyujtsjj,3
bxafmhil,bxnfzuvx,3
vridekgm,ieidikte,3
wbyzzzdq,wbymzzmy,5
wdjhvnih,jdwuiavt,1
bbcaetlt,bopaiglg,3
vspuvqjk,vspuizjk,6
ekkkdsqq,rkxkdsmq,5
wfvqnngr,jsiqnntj,3
ctqggzde,ctqtgrzv,4
ameoohml,ameobuat,4
phlpqhuv,chypqhwi,4
ylslamvc,yysyaaeu,3
avgejpoe,aitejcoj,4
wsyjrehh,jjyieehh,4
kfltmtvq,xfltztvd,5
czokyira,cmokyiaa,6
yueurcqr,yurhrcqw,5
vbdjmvql,vbdjmimx,5
caugwiva,pnugwiwe,4
pqwmtgxq,pqjmtgoq,6
ehwhkbtq,eujhxosy,2
lahkwgkc,yahkitbb,3
kdxpamvp,kdkpnmvc,5
ddumowvr,ddumbjej,4
ealfohvd,rnlfouvk,4
ljmcecrb,ljzcvsab,4
ylasanub,lyasnnio,3
rfvvobpk,rsvvobok,6
utdichqb,ugdvcheb,5
wdgiqbwl,jqtvqoft,1
usgbrjdo,hwgorwqo,3
exscdqez,exscqqez,7
bzpomvuy,bmcbmvuy,5
scofexka,scbsekxn,3
fvhryfgq,sihrlftv,3
vpstpxlu,vpstykyv,4
wqjwaqla,jqjjnzps,2
suqgfvgt,fhqgfigt,5
duotnwhn,quognwqn,5
cokplzhz,pmkpyzdr,3
ufworxmi,hfworxzi,6
kmxfdhvd,xzkfqivu,2
szdtrvdq,fmdgriqy,2
igmcguvk,vgmcguex,5
akpqupgp,axcdupkk,3
psmivzvc,csmvimfm,2
bgolsbuq,ouoltbvx,3
avelrzrp,aveyrzay,5
kdopeqcr,kdocidcj,4
bavfmsqq,ozvsmszu,3
rsedmhtb,rsrdzuxo,3
ykdjubva,lkdwhovn,3
azhrqqgh,amhrdqgu,5
crgojpxe,crtojcoi,4
vnyulxdh,inyulkmu,4
ydtffclr,yqtffcpj,5
kzovesee,xzoiefnv,3
zncrdbne,mncedonj,4
bdrwvzdb,bdrjizmb,5
dromuulr,qeozuile,3
kijcsclp,kijpfpdp,4
fzpsncld,fzpfncci,5
ajeecygx,nreeclgg,4
mjsbsvdu,zesbsiqg,3
qccinqsd,dccvnffg,3
yglotmdo,ytlbtemb,3
zppinpiz,mpcinpjz,5
ipaopzgv,vpaopmfi,4
cgcjhwpp,ctpjuwpl,4
kzphfnuy,xzphsaul,4
kdekgulz,xdextucw,3
dnbhdxel,daohqxag,3
kfgoxbdx,kwtbtbdx,4
gtzrqrlp,ttzedryp,4
gcekntea,tcrkaten,4
wodslagr,jodflnte,3
ktatrhed,xtatrueg,5
qkpucjgr,qxcupjsw,3
gaojyfrb,tabjyfrb,6
domxpmid,dbmxpzig,5
wrdrzruc,wrqemeux,3
wzeccyoa,wmeccyoe,6
wacmtdtc,wnpmtqgy,3
braibzqi,oeavbeqi,4
wsxmnjhr,jfkmnwij,2
dsdvxvae,dfdvxvaw,6
qkfhwzgz,dkfuwekz,4
xvlmeptq,xiymipxq,4
jieazqio,jieamqvo,6
dsmkhmdq,qwzxhzdl,2
bvapmfqc,ovncmszk,2
roeinyhr,ebrinyhj,4
zdklpnja,mqklynwn,3
rfdkefgq,efqkrffh,3
vkrvzyqk,ixriqyzk,3
gdoeujsb,gqbehwfo,2
udeixsvr,hdrixswj,4
vsoikhvy,isbitgit,2
ackhhyap,apkhulak,4
zxwccfur,zkwplsur,4
ubdfbunz,uodfbhnr,5
bkeftyuc,oxrsglux,1
vdclbwhs,vdplowuf,4
zxsgcsla,zxstcspa,6
bdwluntb,bqjyunsb,4
wvcgvwla,wvctiwya,5
vuhzcqta,vuuzlmkn,3
bllizhlo,bylimucf,3
vwqhukdo,iwquhxqb,2
ciflkcur,cvflkpgw,4
ezxwzqhd,ezxjdqhy,5
xcikojgc,xpvkowgk,4
tuhczmia,tuhczmwa,7
pfwoacvq,cwwbnceu,2
wckhjyhh,wckhwllu,4
pochfqhn,cbphsdvn,2
mijlseml,ziwlfeng,3
uvcbjwub,hvpbjjwo,3
zsiosyha,zwvbkyhf,3
cigdsheb,pvtqfhro,1
ayfnstdb,aysnktzo,4
bzzeecgp,bmzrexxl,3
tnxhncun,tnkhapuz,4
klmqbcgr,xlmdbpfr,4
ipzicbpp,ipmvpbbq,3
wffucylq,wsfhclcv,3
adoakdha,adbakqds,4
ukajvvlp,hkawviyq,3
vspawfgu,vwcawsxu,4
gbhqfqiv,gbudfdji,3
qaumxenl,daumkjng,4
uptoydwo,uctolzjs,3
audjdhqi,nuqwduqi,4
yudknqdb,lhdxndmo,2
utibrvdq,htvbridd,4
paekzmgd,pnekmmtx,4
pokzygdc,cbkzygdp,5
pfioqyqi,pjibdldv,2
unikejgz,uavkrjtm,3
cloazvei,clbnminv,2
dnydungz,qnydhngz,6
poulbfhc,cbulbsif,3
ncxfzsuq,npksmsuq,4
uzktqdaa,umxtqqaf,4
iseaahwo,ijeaauwb,5
uzcafhdn,uzpafudn,6
zpdsbwdp,mpdfbwmp,5
mhwavchl,muwnicgt,3
bkwakbpx,otwaxbog,3
bzpmjxhv,bzcmwksi,3
yuccryla,yucpeyla,6
jsooyztd,wfooyzkd,5
agjeaxxl,aujzwkot,2
anlzldgr,anyzlqgr,6
hkzjpnua,hxzjcasr,3
gonqblnz,gonqblnq,7
wqyavwud,wqynvjuq,5
bfphanhd,bjphznhv,5
vxopjedz,vxbpwrqz,4
pryvzsaz,celimsau,2
bdyrsala,bqlefnca,2
uakukqgm,uaxutqti,4
qldhggeq,qyqugteq,4
kfkjpzhq,xskjpzyl,4
ebemedtv,rormvzfv,2
aflozyvy,ajybdlry,2
wsislkpq,wwvslkbq,5
buephvhp,ohephvql,4
msqcxfgl,msqcgwtt,4
bxhnarhr,btunnjdr,3
yupahadh,yhpnhnzu,3
ebvjumab,eovwhnaf,3
qufljesr,qusyvrsj,3
pfgubzdb,pftubrzo,4
vostnfur,vbfgaslr,2
pkicvzub,pkvpvato,3
ypanejez,ypanrwez,6
ylldalul,yylqnyux,3
ffhuyarf,ssuhyans,2
bsagcwhp,ofatdjvy,1
kowaxwwn,xojaxjjj,3
gjcjfsue,gjcjfjsj,5
edwnezlt,rdwnezyt,6
yharfqwl,yunrfzjt,3
dkpgbnvb,dtptbawo,3
unhahrlc,unuauely,4
uggltisa,ugtlgvsn,4
gxzxzglp,txzkmtpp,3
irwlozbb,iewlombo,5
vucpwbdn,iuccjoda,3
bcwqzeun,bpjqzeun,6
yhlhupdo,yuyuhpzo,3
kaklumlq,xaxyuryh,2
amhmnqah,amhznqau,6
ffchvwdq,ssphijzq,2
wnomjcoe,wabzjcow,4
wdtrzzdj,jqtrmrzj,3
ekohkxgp,exbhxxty,3
zpjcnsrr,zpwcafnr,4
fslqgieb,fsyqgirs,5
hsfheugd,uwfhvhgy,3
zhhnanuo,zhhnnago,5
bwiqcpsb,bwvqppss,5
iyisoeoz,iyisbeoz,7
ensdqbex,enfdqoak,4
yzwipmhh,ymjiymjh,4
msealzwh,zjrnymsh,1
rbcnnmgb,rocanmko,4
urfeevpo,hefziics,1
wxsdcfhr,wxfqcfhw,5
ukhuemgc,uluuvzsu,2
wkteclsb,wxteclsb,7
lenjeetq,yenwrjxq,3
zswdolhb,mwjdolvs,3
mnjlvrhb,mawlirds,3
ggmrkwup,tgmegwgp,4
aggabgxl,aggnbtbt,4
ajehuzpq,njruurpv,3
zyiajrlc,myiawjcy,3
yzirnxii,lzirakiv,4
wyjcyxia,wlwclkwa,3
lnsmwbrm,lasmjbrr,5
dgpakppo,dtcnkpps,4
awxdzvhr,njxdmvur,4
bsqohbqm,owdouodz,1
msvdjadp,zsvdwadp,6
lbyygqxc,lbylgzxc,6
fbcajzud,fbpawzhd,5
gkkmvamz,gxkmianm,4
erjaugbr,rejahtbr,4
baykrvbc,bzlkevbl,4
zorfapen,zoesncea,3
vpjqegvq,vqwqigeh,3
fyhuuull,sluhuhll,3
wrovhzdz,jrovhrzz,5
coccbrgc,coccqrkk,5
hwfjzvhz,hwfjmiim,4
kdajjqqb,xqajwddb,3
gfqhfrup,gjdufrqc,3
whhfzpih,juusdpjt,1
akziyeub,nkzvlehs,3
jtaizdun,wgaizdwn,5
igxgkpic,igxgtbez,4
buolfqdk,ohoyxqdx,3
hugslsbl,hhgflfog,3
cdoxjclb,pdbkwplb,3
chyhzsxq,chlhmfou,3
ruydkhkz,rhydxhbz,5
avlpandb,avlpaazb,6
usfgzisb,uwftmisb,5
comypvau,comycvau,7
nlxzqxgo,nykmqxgf,4
blaiswrq,oynifwad,2
rykjgxgv,rlkwtxti,3
hidyzxcy,hidydkpl,4
ueecmxek,hrrpmxrg,2
gtwltnim,ttjygaii,2
yakhpydp,yakhplmc,5
zyjucslr,myjulsle,5
bsoyjyvy,bwoyjymy,6
igvlakdy,igilakml,5
ajmculwm,nwzcupjm,3
pdpjpbgm,pqpjpofi,4
zngetlfc,mngegysl,3
zspfflib,zscsflio,5
kbqixcll,xbdvkkly,2
vbdacbvl,ibdncfrt,3
ptrgimga,pgetirtr,2
pmfmhqny,pmfzhdny,6
bfkoqlqi,ojkoqyqv,4
vdwtkzpi,vdwgkrci,5
vgukgqbq,vthkgmbh,4
ndahcmhz,nqahcrhz,6
ztakzwam,zgaxmjnr,2
ekjmzqhh,ekwzzdyu,3
zagkbwai,mntxowai,3
ziadabso,miaqaoff,3
lddgzngd,lddtzntd,6
acugrjve,apugrjew,5
vpyrnsrd,iclrafni,1
qziwmsgv,dzijmsgv,6
gidibedb,giqiorms,3
gnlebkdb,tnyrbxdb,4
wbjnpbib,wowncbef,3
ffisaufq,fwisnubh,4
drcesqhn,qecrkqqn,3
rscjfhud,ewpwxhud,3
qtripjhe,dtrvywih,2
ucwrwvlo,ucwewvys,5
fsqjcyyb,swdjllpb,2
kvfmflrz,xiszfyrm,2
baqvfqpj,badvfdov,4
ysmaoxhe,lfmaokhj,4
ruzhfyhh,ehmusylu,1
bcgudlsb,optudlso,4
ddguhvdv,ddtuuimi,3
zlelrqus,myryeddf,0
gfkcghhz,gsxpgulm,2
pqmafvxw,pqmafikw,6
ksshiyub,kjfhvyub,5
maaenewd,maarnwwg,5
dpmtpnoe,dpztpabr,4
xlahfwka,xyahsjxn,3
ungkwyur,ungkwlte,5
zgqhzzdb,mtqudzqo,2
xnileewq,xaiyrewq,5
uayffmid,unlffmix,5
pjmikbuc,crmixfsm,2
yujcxgvm,yuwpxtim,4
rkokpnud,rkokyahy,4
lhwjauxq,yhjjmvoq,3
ohkjqove,bhxwdbej,1
ewhjmfuv,ejuwqfhi,2
soqkxije,sbdxxejw,3
jghkzxwk,jguxqkwg,3
quaatahh,qhaataiu,5
bkrvwscc,bkrvjfby,4
rjsdkbie,resqxorr,2
ydxffqlc,ldxffqyc,6
fflcmsta,fslpzsta,5
szikespq,szvxefci,3
qhwmpbqh,qhwzqozv,3
gcenzudr,gprnqhqe,2
gcskspdq,gpskfpqq,5
bswfmhud,bjjsmhuk,4
loriuyln,yorihyyn,5
gkmkhgdy,tkzkutql,2
gcamreqh,tcameezu,4
kfkdkklp,xskdkklp,6
kwhnjmhh,kjunwrhv,3
qsqmovgc,dfdmbixy,1
tagtjoim,gmgtrsim,4
upajgurp,hpajgunc,5
gomhtqhm,tnmhgqvm,4
kxxapjwe,kxxncjjr,4
ygpofslq,lgpbfflq,5
ecerncur,ecernpqe,5
yvhiyslq,lvhiysld,6
aquyqebx,aduyqeox,6
npoozjzr,npobdjaw,4
xpenzxjb,kpeadkfb,3
iidwzgez,iiqwztrm,4
pphwkyhp,ppuwxyip,5
dskazedi,qsxamrmi,3
vximqqts,vkvmqqkf,4
weemgggd,wrezgggg,5
rlywybpp,eyljlboc,1
bfqqgbtm,ofddtosv,1
mblbvmad,mblbimnd,6
unucngiq,uahcagiu,4
hfhuwbli,uwhhjoci,2
ppicvqlq,pcvciuyd,2
vylxgyhz,ilykgyqr,2
wskucdgd,wwkhpqgk,3
cioojtla,cvbojtya,5
jgkgvkgl,wgxtvkky,3
fvkfebzp,fixfrbal,3
ecugfywb,rpugsljf,2
qnxroxuy,dnxebfhk,2
krlafhmq,keyasuzp,2
pzzgtwhy,czmgtwhh,5
wzjubhqc,wzjhbhmp,5
ukwwwuky,hxjwwvxl,2
gndkyzld,gadkympl,4
zscggzgp,mfcttmkx,1
ycpaquba,lpcnqhon,1
wjiscmgy,jrvspmkl,2
jsdgksrb,wsdgtsno,4
lkadnbdq,lxadnomq,5
zksibxgd,mxfvbfkx,1
ecdfdqet,ecqsddet,5
ykjjolsa,ykwjolfa,6
dohgyhhq,qohglhdu,4
nwhqffud,nwhdxsuv,4
wdhmvclv,wqhmippv,4
pafmkdvb,cnsmtdwo,2
dngtnzrm,dngtnznz,6
egoycggc,etoyptgk,4
uawibyez,uawibhez,7
zuomxsgz,zhbmxsxq,4
uesjvdin,ueswvdin,7
ukjmbrlo,hywzojcs,0
noxqxzii,abxdkrii,3
iakbkhec,vmxbtunk,1
biocktpp,oibpggpq,2
adlfbqad,adgsoqnk,3
bpoikbhl,bcoikbru,5
blrwzzur,byewzrtj,3
uerfuvvp,heeshvvp,4
atqlfaac,atqyfnnp,4
pkxabmsa,pkxnbefs,4
suhslvyv,suuflvyi,5
dvkzutya,dikzutya,7
uddecegm,hdqrpwtr,1
viovtdyx,ivovtzlk,3
wdkjwjgr,jqkjjjfw,3
cyfozszz,cyfozszm,7
ktagzqtk,xtatzqsk,5
wsokigqb,wsbkigdf,5
uchekkyq,hdhzkxyd,3
ggexridu,ggrxeiqt,4
iifjnvhr,vifjavdr,5
folrkqwb,fnlrtzjf,3
qkgayhdr,qktayhqe,5
rfkcoqxc,rfkcoqxx,7
uvfctcmc,uisptbnx,2
brrdjcwp,oreqiprc,1
bocldcgn,boplqptn,4
usebkdvq,ujeokdrq,5
yvoehnyz,yvorunym,5
kzxhnxgc,xmkhnktc,3
kfxhmlfl,ksxhmlsh,5
auhvafvc,nuhiasex,3
bimubywb,bizholso,2
gzeceshm,tmeprshm,4
dkhhavhe,dxuhniuw,2
hrqqkquh,heqqkdfu,4
mijcectc,miwcecsc,6
kjxdpniq,kekdcned,3
fzogccup,fzbgpplc,3
vuogyhup,ihbgyhqp,4
zdtnlsdb,zqtnlfzo,4
amapclvz,nmacplrj,3
gzhibzvb,tmhvbeeb,3
ggdnecuc,tudnrcyx,3
gkjmpphi,gxjzppvi,5
ctgfoppq,pggfopbx,4
sqegtqjc,sdetgmsk,2
tcgqwbtc,gctqiosc,3
qhhahqvl,quhahdel,5
glmxniue,glzxrife,5
mgxjxvqp,mtxjkvdt,4
vuepsnql,vuepsazt,5
zydabcqd,zydnbczu,5
ecqqjssc,rcqdjssx,5
eseejxgv,ewrewxki,3
gzpredgd,tmpeidgl,3
rogjvhtn,ebtjvisn,3
ykyxguyz,lylkghpe,1
skhoslel,fluosyag,2
utvavvwa,utinirwa,4
rgmjoxcq,egmwbkpk,2
qvhgcjfv,dvhgpjsv,5
ebemukcl,roezukog,3
afkbkvxc,asxbkiol,3
emjysqrq,rzjlfqrd,3
jucccfjk,wucppfjx,4
dkdinhqi,dkqvnudi,4
mzqpbdhh,mzqpodiu,5
goeqfdwe,torqfmsw,3
azhkzyox,azukdybx,5
zrsdpagd,mefqyatl,1
ccdsswdz,ccqffwdz,5
hcudxzgz,hcudxrkz,6
svsajrvd,fvfawevx,3
gcyfcgla,gccfcgls,6
uyiouxyc,hyibuklx,3
zqgjhwtc,mqgehwkl,4
czhkzqlr,czukzdce,4
subihwdr,shoihwzr,5
kfllxlie,xwylxlej,3
mklafzer,zxlafmre,3
dnmfscyb,qnmsfppb,3
yvgmwvuc,yigzjiuc,4
euisfqtz,ruisfdgi,4
gccrevdd,tccevvqq,3
myspflai,myfcsynv,2
dbgfdpvg,qbgsdcvt,4
inhgzhdb,vnhgduqb,4
zlzivwgr,zymiiwxe,3
dwodrgez,qvodetrz,3
vusbyadp,vusbladc,6
nccjtozz,ncpjgoam,4
cbqssrzp,podfjemp,1
gexbrydb,grkbrlqb,4
hsfugqsd,ujshtzfy,0
sddgkkeb,sqqytxro,1
lbnveqpa,lbnviqpe,6
ansbzavq,anfomavq,5
gzeoxnur,gzroxnhj,5
rvmkfqtq,rvmkxqfq,6
jvsorfyh,jvfoefdh,5
wgmixggr,jtzixggj,4
bsobkrwp,bsooxewc,4
vgbfbbdb,vgofobqo,4
aszjsrub,aszwfjds,3
vkszzalt,ixfzqnpt,2
virihupp,vvrvuucp,4
ennsjcep,raafjkel,2
scakaqla,fqaxnqyn,2
wgglsgqo,jgtyftqo,3
pdyjbide,pqywovej,2
bwlvcqaa,owyvcdan,4
mhjoeoez,muwbroam,2
vnooqggu,vnbbqtkh,3
vdylchve,vqllpujw,2
ssalajta,ffnlajta,5
zxculuge,zxchlhse,5
mxdkzusc,zxdxzhsy,4
bdrozkda,bqeozkqa,5
erwcljfu,erjcyjfu,6
wtllfyrz,wglyslnr,2
cpdszraq,cpqszjaq,6
cusgusgq,phfgustd,3
iwkhbzup,ijxhbzzc,4
vsetvbgb,vsrgibkf,3
frtrwldr,segrwldw,4
muvcjyim,zuvcvlia,4
cicvzqmz,cipizqaz,5
skwunhtv,fxwurusv,3
enccjmpc,enccimox,5
goduehdr,goquehqw,5
aghvdgir,nthvdfiw,4
gjnicyiz,genvclwv,3
rfqozrpn,rwqozeca,4
gujucyue,thjupyvw,3
zksroxyc,mkseoflx,3
uongpbne,uoatybne,5
gssdtblb,tffqtoyf,1
sswqlzqq,fsjqyzmd,3
kxlpevjp,xxlpevwl,5
qgoikhsl,dgbixusg,3
asvsvesq,asifvefh,4
ahxepbfz,auxelofm,4
zhqgnngd,mhdtnakt,2
oakrdtdr,ozxedtmw,3
zqirzeud,zqvemeud,5
kvtmxbue,xvgmtohw,2
vnopphdp,iabccudd,1
qvasemgq,qvnfrmxk,3
bsgqbftb,bfgdosts,3
czqcnmgb,pzdpnzxb,3
cnoiawhc,cnbvawqc,5
bjktmqaq,oextzdnd,1
zzessxaa,mzefjxna,4
laxynhfd,lakyahfu,5
goplzniz,tbpldnem,3
yssagvlo,yfsngvpf,4
yxgfbxid,ykgsbswx,3
fyzltola,slzlgbca,3
rsuatyaa,rwhaglan,3
vukgcegh,vhxtcrkh,3
dgfgunlr,dgsghnyw,4
btsfseub,btssfrvs,3
azgrklwq,nzgrgljq,5
fuqkuyua,fhqxucuf,4
jsetnadl,jfrgnnmx,2
sgwcymgh,fgjclzgu,3
utobbifq,hgoobvfd,3
wbizabtp,wbiqnoxp,4
bwqomulq,oeqbzucu,2
fwylwhhz,siyyjhhm,3
ucacrldu,ucacrtqv,5
hbwizdap,hbwimqac,5
zatexnrb,mztexanb,4
gaohvqad,gabhvdnx,4
jiyvuugr,jvliuwxj,2
hfylkypy,ujylxlpy,4
kkohfpey,xkohfpel,6
crhozxzd,pehbzkzu,3
zpgfzqlr,mptsqdpe,1
skdnmdlt,skdnmqyt,6
zdrmcxia,zdezpxrn,3
gankntld,gnaxngpq,2
lrsmanuc,yesmnnwp,3
anlsbbzq,aaysbozq,5
irhdretb,vrhqrrsb,4
kpmazelz,xpznzrlz,4
zpecmjmc,zprpmjax,4
akjtkxoi,axwgxxbv,2
vkhkzhqd,ixukqhzu,2
wvamqcgq,wiamqckk,5
mmjldnme,mmjldaaw,5
mkgyvpgc,zktlipxx,2
fvlzcqdo,filzcqmo,6
qtecpxcu,qgeplkou,3
pacjkdta,cacjkdxa,6
vzyfjgtq,izlsjgxx,3
icmqadil,idzqndrl,4
gztqoiuf,tztqoius,6
rlwjtngq,ryjwtngq,5
wsizcidm,wjizcizz,5
ypsccywn,lpscpywn,6
rojwnnhc,eojjanix,3
krqqteub,xrddgrhs,1
nifumcvl,nvfhzkmg,2
qpfccyvy,qcspcyjy,4
yvacqxou,liacdsbh,2
fkcykhhu,sxplxuhu,2
bnmhdhib,bnmhqhwb,6
kgpjwlwa,kgpjwlja,7
ypaopmap,ypnopmnp,6
wscuhhja,jschhwra,4
vwekzqgp,iwexmqkx,3
gdhnfmlr,tquagzpe,0
fygukwqk,fyghkjmk,5
klexztgb,xyrkmtto,1
puahonud,cuahonhi,5
yzytplay,lzytcxal,4
gieecuel,tveecuag,4
izdecgvp,vmqecgrc,3
poyrsztb,colesmko,2
ucwrkcqy,upjekpml,2
